arabic,armenian,azerbaijani,basque,bengali,bosnian,bulgarian,catalan,cebuano,corsican,croatian,danish,esperanto,estonian,filipino,finnish,galician,georgian,german,greek,gujarati,haitian,hawaiian,hebrew,hmong,hungarian,icelandic,igbo,indonesian,irish,italian,japanese,javanese,kannada,kazakh,khmer,kurdish,kyrgyz,lao,latin,latvian,luxembourgish,macedonian,malagasy,malaysian,malayalam,maltese,maori,marathi,mongolian,nepali,pashto,persian,polish,portuguese,punjabi,romanian,samoan,serbian,shona,sindhi,sinhala,slovak,somali,spanish,sundanese,swahili,swedish,tajik,tamil,telugu,thai,urdu,uzbek,vietnamese,xhosa,yiddish,yoruba,zulu
نقيب,կապիտան,kapitan,Kapitainak,অধিনায়ক,kapetan,капитан,capità,капитан,cummandante,kapetan,kaptajn,kapitano,kapten,kapitan,kapteeni,capitán,კაპიტანი,Kapitän,καπετάνιος,કેપ્ટન,kòmandan,luna,קפטן,nom,kapitány,skipstjórinn,onyeisi,kapten,captaen,capitano,キャプテン,kapten,ನಾಯಕ,капитан,ប្រធានក្រុម,kaptan,капитан,ນາຍເຮືອ,dux,kapteinis,kapitän,капетан,komandin’ny,kapten,നായകൻ,kaptan,rangatira,कर्णधार,ахмад,कप्तान,کپتان,کاپیتان,kapitan,capitão,ਕਪਤਾਨ,căpitan,kapeteni,капетан,mukuru,ڪئپٽن,නායක,kapitán,kabtanka,capitán,kapten,nahodha,kapten,капитан,கேப்டன்,కెప్టెన్,กัปตัน,کیپٹن,kapitan,đội trưởng,ikhapteni,קאַפּיטאַן,olori,ukaputeni
تخمين,ենթադրություն,danışarlar,asmatzen,অনুমান,Valjda,"Предполагам, че",endevinar,"Предполагам, че",Devi essa,pogađati,gætte,divenu,arvan,hulaan,arvata,creo que,ვხვდები,erraten,υποθέτω,ધારી,devine,koho,מניח,twv,gondolom,giska,maa amụma,menebak,buille faoi thuairim,indovinare,推測,guess,ಊಹೆ,жорамал,ទាយ,texmîn,баамдоо,ຮີດ,Suspicor,uzminēt,roden,Претпоставувам,maminavina,meneka,ഊഹിക്കുക,raden,imi i,अंदाज,таах,अनुमान,فکر,حدس می زنم,odgadnąć,acho que,guess,ghici,mate,Ваљда,kufembera,گمان,අනුමානය,hádať,malo,adivinar,nebak,nadhani,gissa,тахмин,யூகிக்க,అంచనా,เดา,لگتا ہے,taxmin,đoán,unokuthekelela,טרעפן,amoro,ukuqagela
الضرورة,անհրաժեշտ,zəruri,beharrezkoa,প্রয়োজনীয়,potrebno,необходимо,necessari,необходимо,nicissariu,neophodan,nødvendig,necesajn,vajalik,kinakailangan,välttämätön,necesario,აუცილებელია,erforderlich,απαραίτητο,જરૂરી,nesesè,pono,הכרחי,tsim nyog,szükséges,nauðsynlegt,dị mkpa,diperlukan,gá,necessario,必要,perlu,ಅಗತ್ಯ,қажет,ចាំបាច់,pêwist,керектүү,ມີຄວາມຈໍາເປັນ,necesse,nepieciešams,néideg,потребно,ilaina,perlu,ആവശ്യമായ,meħtieġ,e tika ana,आवश्यक,шаардлагатай,आवश्यक,ضروري,لازم,konieczne,necessário,ਦੀ ਲੋੜ,necesar,tatau,неопходно,zvakakodzera,ضروري آهي,අවශ්ය,potreby,lagama maarmaan,necesario,perlu,muhimu,nödvändig,ҳатмӣ,தேவையான,అవసరం,จำเป็น,ضروری,zarur,cần thiết,kuyimfuneko,נייטיק,pataki,kunesidingo
حاد,սուր,kəskin,zorrotz,ধারালো,oštre,рязък,agut,рязък,souffle,oštar,skarp,akra,terav,matalim,teräviä,sharp,მკვეთრი,scharf,αιχμηρός,તીવ્ર,byen file,oi,חד,ntse,éles,skarpur,nkọ,tajam,géar,tagliente,シャープ,cetha,ಚೂಪಾದ,өткір,ស្រួច,tûj,курч,ແຫຼມ,"acutum,",ass,mëttele,остри,maranitra,tajam,കൂര്ത്ത,sharp,koi,तीक्ष्ण,хурц,धारिलो,تيره,تیز,ostry,sharp,ਤਿੱਖੀ,ascuțit,tipitipi,схарп,unopinza,تکي,තියුණු,sharp,fiiqan,agudo,seukeut,mkali,skarp,якбора,கூர்மையான,పదునైన,คมชัด,تیز,o’tkir,sắc nét,ezibukhali,שאַרף,didasilẹ,ebukhali
جناح,թեւը,qanad,Ezenarro,গরূৎ,krilo,крило,ala,крило,cantu,krilo,vinge,flugilo,tiib,wing,siipi,asa,ფრთა,Flügel,φτερό,પાંખ,zèl,’ēheu,כנף,tis,szárny,væng,nku,sayap,sciathán,ala,ウイング,swiwi,ರೆಕ್ಕೆ,қанат,ស្លាប,bask,канат,ປີກ,alae,spārnu,säit,крило,elatra,sayap,ചിറക്,ġwienaħ,parirau,विंग,жигүүр,भाग,وزر,بال,skrzydło,asa,ਵਿੰਗ,aripă,apaʻau,Винг,bapiro,ونگ,වාමාංශික,krídlo,garabka,ala,jangjang,mrengo,vinge,ҷиноҳи,வலதுசாரி,వింగ్,ปีก,ونگ,qanot,cánh,iphiko,פליגל,apakan,iphiko
خلق,ստեղծել,yaratmaq,sortu,তৈরি,stvoriti,създадете,crear,създадете,criari,stvoriti,skabe,Krei,luua,lumikha,luoda,crear,შექმნა,schaffen,δημιουργήσετε,બનાવો,kreye,hana,ליצור,tsim,teremt,búa,ike,membuat,chruthú,creare,作る,nggawe,ರಚಿಸಲು,жасау,បង្កើត,xûliqandin,түзүү,ສ້າງ,partum,izveidot,schafen,создаде,hamorona,mewujudkan,സൃഷ്ടിക്കുക,joħolqu,te waihanga,तयार,бий болгох,सिर्जना,جوړ کړي,ایجاد,stworzenia,criar,ਨੂੰ ਬਣਾਉਣ,crea,faia,створити,sika,پيدا,නිර්මාණය,vytvoriť,abuuraan,crear,nyiptakeun,kujenga,skapa,сохтан,உருவாக்க,సృష్టించడానికి,สร้าง,تخلیق,yaratish,tạo,dala,שאַפֿן,ṣẹda,ukudala
الجيران,հարեւանը,qonşu,bizilaguna,প্রতিবেশী,susjed,съсед,veí,съсед,prossimu,susjed,nabo,proksimulo,naaber,kapit-bahay,naapuri,veciño,მეზობელი,Nachbar,γείτονας,પાડોશી,frè parèy,hoalauna,השכן,neeg nyob ze,szomszéd,nágranni,agbata obi,tetangga,comharsa,prossimo,隣人,pepadhamu,ನೆರೆಯ,көрші,អ្នកជិតខាង,cînar,коңшу,ບ້ານໃກ້ເຮືອນຄຽງ,"proximus,",kaimiņš,noper,сосед,mpiara-belona,jiran,കൂട്ടുകാരനെ,proxxmu,hoa,शेजारी,хөрш,छिमेकीलाई,د ګاونډي,همسایه,sąsiad,vizinho,ਨੇੜਲਾ,vecin,tuāʻoi,комшија,muvakidzani,پاڙيسري,අසල්වැසියා,sused,deris,vecino,tatangga,jirani,granne,ҳамсоя,அண்டை,పొరుగు,เพื่อนบ้าน,پڑوسی,qo’shni,hàng xóm,ummelwane,שאָכן,aládùúgbò,umakhelwane
غسل,լվանալը,yuma,garbiketa,ধোয়ার,pranje,измиване,rentat,измиване,artigianali,pranje,vask,lavita,pesu,wash,pesu,lavado,სარეცხი,Wasch,πλύση,ધોવું,lave,holoi ai,לשטוף,ntxuav,mosás,þvo,na-asacha,mencuci,nigh,lavaggio,ウォッシュ,wisuh,ಮುಖ,жуу,លាងសមាត,cil,жуунуу,ການລ້າງ,lava,mazgāšana,wäschen,миење,Wash,mencuci,കഴുകുക,aħsel,horoi,वॉश,угаалгын,धुनु,سیل,شستشو,myjnia,lavagem,ਧੋਣ,spălare,fuluga,Васх,geza,ڌوئڻ,වොෂ්,pranie,dhaqmo,lavado,nyeuseuh,osha,tvätt,шустан,கழுவும்,వాష్,ล้าง,واش,yuvish,rửa,hlamba,וואַשן,ínrọ,ukuhlamba
خفاش,խփել,bat,Bat,বাদুড়,šišmiš,прилеп,bat,прилеп,BAT,šišmiš,flagermus,vesperto,bat,bat,lepakko,bat,აღება,Fledermaus,ρόπαλο,બેટ,baton,’ōpeʻapeʻa,עטלף,ntaus pob,denevér,kylfu,ụsụ,kelelawar,bat,pipistrello,バット,bat,ಬ್ಯಾಟ್,жарғанат,ក្រុមហ៊ុនថ្នាំជក់,paçmêlk,жар канат,ເຈຍ,Biblia,nūja,fliedermaus,лилјак,ramanavy,kelawar,ബാറ്റ്,maġina,pekapeka,फलंदाजी,Бат,bat,پچه,خفاش,nietoperz,bat,ਬੱਲੇਬਾਜ਼ੀ,liliac,peʻa,Бат,chiremwaremwa,بيٽ,පන්දුවට පහර දුන්,bat,fiidmeerta,bate,lalay,bat kwa,slagträ,Бат,பேட்டிங்,బ్యాట్,ค้างคาว,بیٹ,ko’rshapalak,bat,ilulwane,פלעדערמויז,adan,nelulwane
بالأحرى,այլ,deyil,baizik,বরং,radije,по-скоро,lloc,по-скоро,piuttostu,radije,snarere,anstataŭ,pigem,sa lalong maliwanag,pikemminkin,vez,საკმაოდ,eher,μάλλον,બદલે,olye,e aho,ולא,es,inkább,fremur,kama,agak,in áit,piuttosto,むしろ,mandan,ಬದಲಿಗೆ,тезірек,ជា,gellek,"эмес,",ແທນທີ່ຈະ,"potius,",drīzāk,éischter,наместо,fa,bukan,അധികമായി,pjuttost,kaua,ऐवजी,харин,बरु,پر ځای,نه,raczej,vez,ਨਾ ਕਿ,destul,nai,прилично,asi,بلڪه,ඒ වෙනුවට,skôr,halkii,más bien,rada,badala,snarare,на,மாறாக,కాకుండా,ค่อนข้าง,بلکہ,afzal,thay,kunokuba,אלא,kuku,kunalokho
الحشد,ամբոխ,izdiham,Zaleak,ভিড়,publika,тълпа,multitud,тълпа,ghjente,gomila,mængden,amaso,Rahvas,karamihan ng tao,väkijoukko,multitude,გულშემატკივარი,Menge,πλήθος,ભીડ,foul moun,lehulehu,קהל,neeg coob coob,tömeg,fólkið,ìgwè mmadụ,kerumunan,slua,folla,群衆,akeh,ಗುಂಪು,тобыр,ហ្វូងមនុស្ស,çende,эл,ທີ່ແອອັດ,"turba,",pūlis,gedonnert,толпата,vahoaka,orang ramai,കൂട്ടം,folla,mano,जमाव,олон хүн,भीड,ګڼه ګوڼه,جمعیت,tłum,multidão,ਭੀੜ,mulțime,motu o tagata,публика,mhomho,ميڙ,සමූහයා,dav,Dadkii badnaa,multitud,riungan,umati wa watu,publiken,издиҳом,கூட்டத்தில்,గుంపు,ฝูงชน,بھیڑ,to’da,đám đông,isihlwele,מאַסע,enia,Isixuku
الذرة,եգիպտացորեն,qarğıdalı,arto,ভূট্টা,kukuruz,царевица,blat de moro,царевица,di granu,kukuruz,majs,grajnoj,mais,mais,maissi,millo,სიმინდის,mais,καλαμπόκι,મકાઈ,mayi,palaoa,תירס,pob kws,kukorica,korn,ọka,jagung,arbhar,mais,トウモロコシ,jagung,ಕಾರ್ನ್,дән,ពោត,garis,дан,ສາລີ,"frumentum,",kukurūza,feierblumm,пченка,katsaka,jagung,ചോളം,qamħ,witi,कॉर्न,эрдэнэ шиш,मकै,دانه، غله، جوار,ذرت,kukurydza,milho,ਮਕਈ,porumb,sana,кукуруз,zviyo,کارن,ඉරිඟු,kukurica,hadhuudhkii,maíz,jagong,nafaka,majs,ҷуворӣ,சோளம்,మొక్కజొన్న,ข้าวโพด,مکئی,makkajo’xori,ngô,umbona,פּאַפּשוי,agbado,ukolweni
مقارنة,համեմատել,müqayisə etmək,alderatu,তুলনা,usporediti,сравни,comparar,сравни,parauni,usporedbu,sammenligne,kompari,võrrelda,ihambing,vertaa,comparar,შედარება,vergleichen,συγκρίνετε,સરખામણી,konpare,hoohalike,להשוות,piv,összehasonlítása,bera,tụnyere,membandingkan,a chur i gcomparáid,confrontare,比較する,mbandhingaké,ಹೋಲಿಸಿ,салыстыру,ប្រៀបធៀប,mûqayesekirin,салыштыруу,ສົມທຽບ,compare,salīdzināt,vergläichen,спореди,ampitahao amin’ny,membandingkan,താരതമ്യം,iqabblu,whakatairite i,तुलना,харьцуулах,तुलना गर्नुहोस्,په پرتله,مقایسه,porównanie,comparar,ਦੀ ਤੁਲਨਾ ਕਰੋ,compara,faʻatusatusa,упоредити,enzanisa,صورت,සංසන්දනය,porovnať,barbardhigi,comparar,ngabandingkeun,kulinganisha,jämföra,нисбат ба,ஒப்பிட்டு,సరిపోల్చండి,เปรียบเทียบ,موازنہ,solishtirish,so sánh,thelekisa,פאַרגלייַכן,afiwe,qhathanisa
قصيدة,բանաստեղծություն,şer,poema,কবিতা,pesma,стихотворение,poema,стихотворение,puema,pjesma,digt,poemo,luuletus,tula,runo,poema,პოემა,Gedicht,ποίημα,કવિતા,powèm,poem,שיר,paj huam,vers,kvæði,abụ,puisi,dán,poesia,詩,geguritan,ಕವಿತೆಯ,өлең,កំណាព្យ,helbest,ыр,ເດີ້,poem,dzejolis,gedicht,песна,tononkalo,puisi,കവിത,poeżija,ruri,कविता,шүлэг,कविता,شعر,شعر,poemat,poema,ਕਵਿਤਾ,poezie,tauloto,песма,detembo,نظم,කවිය,báseň,gabay,poema,sajak,shairi,dikt,шеър,கவிதையை,పద్యం,บทกวี,نظم,she’r,bài thơ,umbongo,פּאָעמע,Ewi,inkondlo
سلسلة,լարային,string,katea,স্ট্রিং,string,низ,string,низ,catena,niz,streng,kordo,string,string,string,cadea,სტრიქონი,Schnur,κορδόνι,શબ્દમાળા,fisèl,kaula,מחרוזת,hlua,húr,band,eriri,String,teaghrán,stringa,文字列,senar,ಸ್ಟ್ರಿಂಗ್,жол,ខ្សែអក្សរ,ben,аркан,ຊ່ອຍແນ່,nervo,rinda,string,низа,kofehy,rentetan,സ്ട്രിംഗ്,sekwenza,string,स्ट्रिंग,мөр,स्ट्रिङ,تار,رشته,sznur,corda,ਸਤਰ,sir,mānoa,стринг,tambo,اهو جملو,සංගීත,reťaz,xarig,cadena,tali,kamba,sträng,сатр,சரம்,స్ట్రింగ్,สตริง,تار,string,chuỗi,umtya,שטריקל,okun,intambo
جرس,զանգ,zəng,kanpai,ঘণ্টা,Bell,звънец,campana,звънец,ghjuva,zvono,klokke,sonorilo,bell,kampanilya,soittokello,campá,ბელი,Glocke,κουδούνι,ઘંટડી,klòch,bele,פעמון,tswb,Bell,bjalla,mgbịrịgba,bell,clog,campana,鐘,lonceng,ಬೆಲ್,қоңырау,កណ្ដឹង,zengil,коңгуроо,ລະຄັງ,tintinnabulum,zvans,klackespill,ѕвоно,Bell,loceng,മണി,qanpiena,pere,घंटा,хонх,घन्टी,زنګ,زنگ,dzwon,sino,ਘੰਟੀ,clopot,logo,Белл,bhero,بيل,සීනුව,zvonček,dawan,campana,bel,kengele,klocka,занги,மணி,బెల్,ระฆัง,گھنٹی,qo’ng’iroq,chuông,intsimbi,גלאָק,Belii,insimbi
تعتمد,կախված,asılı,mendekoak,নির্ভর করে,zavisi,зависи,dependrà,зависи,addipenni,ovise,afhænge,dependi,sõltuvad,depende,riippua,dependen,დამოკიდებული,abhängen,εξαρτηθεί,આધાર રાખે છે,depann,hilinai,תלויים,nyob ntawm seb,függ,ráðast,na-adabere,tergantung,ag brath,dipendere,決まる,gumantung,ಅವಲಂಬಿಸಿರುತ್ತದೆ,байланысты,អាស្រ័យ,pêvgirêdan,көз каранды,ຂຶ້ນ,ex,atkarīgi,ofhängeg,зависи,miankina,bergantung,ആശ്രയിച്ചിരിക്കുന്നു,jiddependu,whakawhirinaki,अवलंबून आहे,хамааралтай,निर्भर,پورې اړه لري,بستگی دارد,zależy,dependem,ਨਿਰਭਰ,depinde,faʻalagolago,зависе,yanzva,ڀاڙي,රඳා පවතී,závisí,ku xiran tahay,dependerá,ngagantung,hutegemea,bero,вобаста аст,சார்ந்திருக்கிறது,ఆధారపడి,ขึ้นอยู่,انحصار,bog’liq,phụ thuộc,kuxhomekeka,אָפענגען,da,bathembele
اللحوم,միս,ət,haragi,মাংস,meso,месо,carn,месо,manghjà,meso,kød,viando,liha,karne,liha,carne,ხორცის,Fleisch,κρέας,માંસ,vyann,ai,בשר,nqaij,hús,kjöt,anụ,daging,feoil,carne,肉,meat,ಮಾಂಸ,ет,សាច់,goşt,эт,ຊີ້ນ,cibum,gaļa,fleesch,месо,hena,daging,മാംസം,laħam,kai,मांस,мах,मासु,غوښه,گوشت,mięso,carne,ਮੀਟ,carne,aano o manu,месни,nyama,گوشت,මස්,mäso,hilibka,carne,daging,nyama,kött,гӯшт,இறைச்சி,మాంసం,เนื้อ,گوشت,go’sht,thịt,inyama,פלייש,eran,Inyama
فرك,շփում,ovuşdurmaq,RUB,বিপত্তি,rub,RUB,rub,RUB,Pascale,trljati,gnide,rub,hõõruda,kuskusin,hieroa,fregar,რუბლს შეადგენს,einreiben,τρίψιμο,ઘસવું,fwote,hamo i,לשפשף,xuas,dörzsölje,nudda,ite,menggosok,rub,strofinare,こする,samubarang kang angel,ರಬ್,руб,លុប,dihevdan,руб,ຖູ,fricabis,berzēt,reift,Бришење,RUB,sapu,തടവുക,Togħrokx,te horoitanga i,घासणे,урэх,दल्नु,وموښئ,مالیدن,trzeć,esfregar,ਰੱਬ ਦੀ,freca,mili,руб,kwiza,ڪينسل,එතැනයි,rub,salaax,frotar,rub,kusugua,gnida,рубл,துடைப்பான்,రబ్,ถู,مسح,ishqalamoq,chà,hlikihla,רייַבן,bi won ninu,deda
أنبوب,խողովակ,tube,hodi,টিউব,tube,тръба,tub,тръба,tubu,cijev,rør,tubo,toru,tube,putki,tubo,მილით,Rohr,σωλήνα,ટ્યુબ,tib,Tube,צינור,tube,cső,rör,tube,tube,feadán,tubo,チューブ,tabung,ಟ್ಯೂಬ್,түтік,បំពង់,lûle,түтүк,ທໍ່,tube,caurule,kielech,цевка,fantsona,tiub,കുഴല്,tubu,ngongo,नलिका,хоолой,ट्यूब,تيوب,لوله,rurka,tubo,ਟਿਊਬ,tub,faʻagāʻau,Тубе,chubhu,ٽيوب,නළ,trubka,tuubada,tubo,pipah,tube,röret,Tube,குழாய்,ట్యూబ్,หลอด,ٹیوب,trubka,ống,umbhobho,רער,tube,umbhobho
